County,WeekStartDate,Hospitalizations,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Adams County,2020-03-15,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2020-03-22,4,0,0,1,1,2,0,0,2021/04/12 14:53:23
Adams County,2020-04-05,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Adams County,2020-06-07,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2020-06-14,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2020-06-21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Adams County,2020-07-05,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Adams County,2020-07-12,4,0,0,1,2,1,0,0,2021/04/12 14:53:23
Adams County,2020-07-19,4,0,1,1,0,1,1,0,2021/04/12 14:53:23
Adams County,2020-07-26,1,1,0,0,0,0,0,0,2021/04/12 14:53:23
Adams County,2020-08-02,6,0,0,2,3,1,0,0,2021/04/12 14:53:23
Adams County,2020-08-09,3,0,1,0,0,2,0,0,2021/04/12 14:53:23
Adams County,2020-08-16,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Adams County,2020-08-23,6,0,0,0,2,3,1,0,2021/04/12 14:53:23
Adams County,2020-08-30,4,0,2,0,1,1,0,0,2021/04/12 14:53:23
Adams County,2020-09-06,5,0,2,0,1,1,1,0,2021/04/12 14:53:23
Adams County,2020-09-13,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Adams County,2020-09-20,3,0,0,0,2,1,0,0,2021/04/12 14:53:23
Adams County,2020-09-27,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Adams County,2020-10-04,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Adams County,2020-10-11,4,0,0,1,0,2,1,0,2021/04/12 14:53:23
Adams County,2020-11-01,3,0,0,0,3,0,0,0,2021/04/12 14:53:23
Adams County,2020-11-08,7,0,0,1,6,0,0,0,2021/04/12 14:53:23
Adams County,2020-11-15,8,1,0,2,1,3,1,0,2021/04/12 14:53:23
Adams County,2020-11-22,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2020-11-29,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2020-12-06,4,1,0,0,2,1,0,0,2021/04/12 14:53:23
Adams County,2020-12-13,4,1,1,0,0,1,1,0,2021/04/12 14:53:23
Adams County,2020-12-20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Adams County,2021-01-03,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2021-01-10,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2021-01-24,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2021-01-31,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Adams County,2021-02-07,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Adams County,2021-02-14,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,2021-03-07,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Adams County,2021-03-14,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Asotin County,2020-03-29,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Asotin County,2020-08-23,3,0,0,0,0,3,0,0,2021/04/12 14:53:23
Asotin County,2020-09-06,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Asotin County,2020-09-13,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Asotin County,2020-09-20,3,0,0,0,0,3,0,0,2021/04/12 14:53:23
Asotin County,2020-09-27,4,0,0,0,1,1,2,0,2021/04/12 14:53:23
Asotin County,2020-10-04,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Asotin County,2020-10-11,6,0,1,1,2,2,0,0,2021/04/12 14:53:23
Asotin County,2020-10-18,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Asotin County,2020-10-25,5,0,0,0,1,2,2,0,2021/04/12 14:53:23
Asotin County,2020-11-01,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Asotin County,2020-11-08,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Asotin County,2020-11-15,3,0,0,0,0,1,2,0,2021/04/12 14:53:23
Asotin County,2020-11-22,7,0,0,2,0,2,3,0,2021/04/12 14:53:23
Asotin County,2020-11-29,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Asotin County,2020-12-06,3,0,1,0,1,0,1,0,2021/04/12 14:53:23
Asotin County,2020-12-13,5,0,1,0,1,2,1,0,2021/04/12 14:53:23
Asotin County,2020-12-20,4,0,1,0,1,1,1,0,2021/04/12 14:53:23
Asotin County,2020-12-27,3,0,1,0,0,1,1,0,2021/04/12 14:53:23
Asotin County,2021-01-03,3,0,0,1,0,2,0,0,2021/04/12 14:53:23
Asotin County,2021-01-10,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Asotin County,2021-01-24,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Asotin County,2021-01-31,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Asotin County,2021-02-07,3,0,1,0,0,0,2,0,2021/04/12 14:53:23
Asotin County,2021-02-21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Asotin County,2021-03-07,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Asotin County,2021-03-14,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Benton County,2020-02-23,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Benton County,2020-03-08,5,0,0,0,0,3,2,0,2021/04/12 14:53:23
Benton County,2020-03-15,6,0,0,0,4,0,2,0,2021/04/12 14:53:23
Benton County,2020-03-22,32,0,0,0,2,12,18,0,2021/04/12 14:53:23
Benton County,2020-03-29,17,0,2,1,3,6,5,0,2021/04/12 14:53:23
Benton County,2020-04-05,11,0,2,2,2,5,0,0,2021/04/12 14:53:23
Benton County,2020-04-12,10,0,1,1,0,6,2,0,2021/04/12 14:53:23
Benton County,2020-04-19,15,0,1,4,3,3,4,0,2021/04/12 14:53:23
Benton County,2020-04-26,13,0,1,0,1,6,5,0,2021/04/12 14:53:23
Benton County,2020-05-03,10,0,0,1,3,3,3,0,2021/04/12 14:53:23
Benton County,2020-05-10,7,0,0,1,3,1,2,0,2021/04/12 14:53:23
Benton County,2020-05-17,7,0,0,1,0,4,2,0,2021/04/12 14:53:23
Benton County,2020-05-24,16,0,2,2,7,2,3,0,2021/04/12 14:53:23
Benton County,2020-05-31,19,0,1,3,7,5,3,0,2021/04/12 14:53:23
Benton County,2020-06-07,16,0,1,5,3,5,2,0,2021/04/12 14:53:23
Benton County,2020-06-14,17,0,0,4,4,6,3,0,2021/04/12 14:53:23
Benton County,2020-06-21,22,0,2,3,4,3,10,0,2021/04/12 14:53:23
Benton County,2020-06-28,22,0,3,1,6,6,6,0,2021/04/12 14:53:23
Benton County,2020-07-05,24,0,2,3,10,7,2,0,2021/04/12 14:53:23
Benton County,2020-07-12,15,1,2,1,4,5,2,0,2021/04/12 14:53:23
Benton County,2020-07-19,15,1,1,2,5,4,2,0,2021/04/12 14:53:23
Benton County,2020-07-26,11,0,1,1,2,6,1,0,2021/04/12 14:53:23
Benton County,2020-08-02,12,0,0,5,3,3,1,0,2021/04/12 14:53:23
Benton County,2020-08-09,6,0,1,1,3,1,0,0,2021/04/12 14:53:23
Benton County,2020-08-16,12,0,2,1,3,3,3,0,2021/04/12 14:53:23
Benton County,2020-08-23,10,1,0,3,2,3,1,0,2021/04/12 14:53:23
Benton County,2020-08-30,8,0,1,2,2,3,0,0,2021/04/12 14:53:23
Benton County,2020-09-06,7,0,1,2,1,2,1,0,2021/04/12 14:53:23
Benton County,2020-09-13,9,0,2,0,3,2,2,0,2021/04/12 14:53:23
Benton County,2020-09-20,8,0,1,2,1,4,0,0,2021/04/12 14:53:23
Benton County,2020-09-27,6,0,0,0,5,1,0,0,2021/04/12 14:53:23
Benton County,2020-10-04,11,0,1,4,2,3,1,0,2021/04/12 14:53:23
Benton County,2020-10-11,6,0,0,1,3,1,1,0,2021/04/12 14:53:23
Benton County,2020-10-18,5,0,0,0,2,1,2,0,2021/04/12 14:53:23
Benton County,2020-10-25,9,0,1,0,1,4,3,0,2021/04/12 14:53:23
Benton County,2020-11-01,11,1,0,2,3,3,2,0,2021/04/12 14:53:23
Benton County,2020-11-08,19,0,1,3,7,4,4,0,2021/04/12 14:53:23
Benton County,2020-11-15,20,2,1,1,6,6,4,0,2021/04/12 14:53:23
Benton County,2020-11-22,27,1,2,3,7,11,3,0,2021/04/12 14:53:23
Benton County,2020-11-29,34,0,2,3,8,15,6,0,2021/04/12 14:53:23
Benton County,2020-12-06,28,0,4,1,9,11,3,0,2021/04/12 14:53:23
Benton County,2020-12-13,28,0,2,4,6,11,5,0,2021/04/12 14:53:23
Benton County,2020-12-20,19,0,3,1,4,7,4,0,2021/04/12 14:53:23
Benton County,2020-12-27,21,0,1,2,7,8,3,0,2021/04/12 14:53:23
Benton County,2021-01-03,37,3,2,4,7,9,12,0,2021/04/12 14:53:23
Benton County,2021-01-10,25,0,4,2,7,9,3,0,2021/04/12 14:53:23
Benton County,2021-01-17,23,2,4,4,1,7,5,0,2021/04/12 14:53:23
Benton County,2021-01-24,26,3,3,0,7,10,3,0,2021/04/12 14:53:23
Benton County,2021-01-31,12,1,0,2,2,2,5,0,2021/04/12 14:53:23
Benton County,2021-02-07,10,0,0,3,0,4,3,0,2021/04/12 14:53:23
Benton County,2021-02-14,10,0,0,4,0,3,3,0,2021/04/12 14:53:23
Benton County,2021-02-21,10,1,2,0,6,0,1,0,2021/04/12 14:53:23
Benton County,2021-02-28,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Benton County,2021-03-07,7,0,2,0,1,4,0,0,2021/04/12 14:53:23
Benton County,2021-03-14,7,1,1,3,2,0,0,0,2021/04/12 14:53:23
Benton County,2021-03-21,4,1,1,1,0,1,0,0,2021/04/12 14:53:23
Benton County,2021-03-28,6,0,1,0,2,3,0,0,2021/04/12 14:53:23
Benton County,2021-04-04,6,0,0,2,3,1,0,0,2021/04/12 14:53:23
Chelan County,2020-03-15,4,0,0,0,1,1,2,0,2021/04/12 14:53:23
Chelan County,2020-03-22,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Chelan County,2020-03-29,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Chelan County,2020-04-05,4,0,2,0,1,0,1,0,2021/04/12 14:53:23
Chelan County,2020-04-26,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Chelan County,2020-05-03,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Chelan County,2020-05-10,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Chelan County,2020-05-24,3,0,0,1,2,0,0,0,2021/04/12 14:53:23
Chelan County,2020-06-14,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Chelan County,2020-06-28,3,0,0,2,1,0,0,0,2021/04/12 14:53:23
Chelan County,2020-07-05,5,0,1,1,0,3,0,0,2021/04/12 14:53:23
Chelan County,2020-07-12,4,0,0,1,2,1,0,0,2021/04/12 14:53:23
Chelan County,2020-07-19,5,0,0,2,3,0,0,0,2021/04/12 14:53:23
Chelan County,2020-07-26,8,1,2,1,1,3,0,0,2021/04/12 14:53:23
Chelan County,2020-08-02,7,0,0,2,3,2,0,0,2021/04/12 14:53:23
Chelan County,2020-08-09,8,1,0,1,2,4,0,0,2021/04/12 14:53:23
Chelan County,2020-08-16,10,0,2,1,3,4,0,0,2021/04/12 14:53:23
Chelan County,2020-08-23,6,0,3,1,1,0,1,0,2021/04/12 14:53:23
Chelan County,2020-08-30,4,0,1,0,1,1,1,0,2021/04/12 14:53:23
Chelan County,2020-09-06,3,0,1,0,1,1,0,0,2021/04/12 14:53:23
Chelan County,2020-09-13,4,0,0,2,2,0,0,0,2021/04/12 14:53:23
Chelan County,2020-09-20,2,0,0,1,0,0,1,0,2021/04/12 14:53:23
Chelan County,2020-09-27,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Chelan County,2020-10-04,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Chelan County,2020-10-11,4,0,2,0,0,2,0,0,2021/04/12 14:53:23
Chelan County,2020-10-18,4,1,0,0,2,1,0,0,2021/04/12 14:53:23
Chelan County,2020-10-25,5,0,0,0,1,2,2,0,2021/04/12 14:53:23
Chelan County,2020-11-01,8,1,0,3,3,1,0,0,2021/04/12 14:53:23
Chelan County,2020-11-08,3,0,0,1,1,1,0,0,2021/04/12 14:53:23
Chelan County,2020-11-15,10,0,0,2,0,8,0,0,2021/04/12 14:53:23
Chelan County,2020-11-22,16,0,1,2,8,2,3,0,2021/04/12 14:53:23
Chelan County,2020-11-29,18,1,1,1,2,8,5,0,2021/04/12 14:53:23
Chelan County,2020-12-06,21,0,1,2,3,9,6,0,2021/04/12 14:53:23
Chelan County,2020-12-13,11,1,2,1,1,2,4,0,2021/04/12 14:53:23
Chelan County,2020-12-20,10,0,3,1,2,2,2,0,2021/04/12 14:53:23
Chelan County,2020-12-27,7,0,1,0,2,3,1,0,2021/04/12 14:53:23
Chelan County,2021-01-03,14,0,1,2,1,5,5,0,2021/04/12 14:53:23
Chelan County,2021-01-10,11,0,1,1,2,4,3,0,2021/04/12 14:53:23
Chelan County,2021-01-17,10,0,1,2,2,2,3,0,2021/04/12 14:53:23
Chelan County,2021-01-24,7,0,0,1,4,2,0,0,2021/04/12 14:53:23
Chelan County,2021-01-31,8,0,0,0,2,4,2,0,2021/04/12 14:53:23
Chelan County,2021-02-14,4,0,1,0,1,2,0,0,2021/04/12 14:53:23
Chelan County,2021-02-28,3,0,1,1,0,1,0,0,2021/04/12 14:53:23
Chelan County,2021-03-07,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Chelan County,2021-03-14,2,0,0,1,0,0,1,0,2021/04/12 14:53:23
Chelan County,2021-03-21,4,0,0,2,0,2,0,0,2021/04/12 14:53:23
Chelan County,2021-03-28,6,0,2,0,1,3,0,0,2021/04/12 14:53:23
Chelan County,2021-04-04,5,0,0,2,2,0,1,0,2021/04/12 14:53:23
Clallam County,2020-03-15,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Clallam County,2020-04-05,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Clallam County,2020-05-31,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Clallam County,2020-07-26,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Clallam County,2020-08-30,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Clallam County,2020-09-13,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Clallam County,2020-09-27,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Clallam County,2020-10-18,3,0,1,0,0,2,0,0,2021/04/12 14:53:23
Clallam County,2020-11-01,3,0,0,0,0,1,2,0,2021/04/12 14:53:23
Clallam County,2020-11-15,3,0,0,2,0,1,0,0,2021/04/12 14:53:23
Clallam County,2020-11-22,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
Clallam County,2020-11-29,3,0,0,0,1,2,0,0,2021/04/12 14:53:23
Clallam County,2020-12-06,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
Clallam County,2020-12-13,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Clallam County,2020-12-20,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Clallam County,2020-12-27,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Clallam County,2021-01-03,2,0,0,0,1,0,1,0,2021/04/12 14:53:23
Clallam County,2021-01-10,3,0,0,0,1,0,2,0,2021/04/12 14:53:23
Clallam County,2021-01-17,4,0,1,1,0,1,1,0,2021/04/12 14:53:23
Clallam County,2021-01-24,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Clallam County,2021-01-31,3,0,0,2,0,1,0,0,2021/04/12 14:53:23
Clallam County,2021-02-21,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Clallam County,2021-04-04,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Clark County,2020-03-01,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Clark County,2020-03-08,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Clark County,2020-03-15,8,0,1,1,1,1,4,0,2021/04/12 14:53:23
Clark County,2020-03-22,21,0,2,4,7,6,2,0,2021/04/12 14:53:23
Clark County,2020-03-29,15,0,1,1,8,3,2,0,2021/04/12 14:53:23
Clark County,2020-04-05,16,0,0,2,2,6,6,0,2021/04/12 14:53:23
Clark County,2020-04-12,8,0,0,1,2,2,3,0,2021/04/12 14:53:23
Clark County,2020-04-19,6,0,1,0,1,2,2,0,2021/04/12 14:53:23
Clark County,2020-04-26,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Clark County,2020-05-03,3,0,1,2,0,0,0,0,2021/04/12 14:53:23
Clark County,2020-05-10,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Clark County,2020-05-17,7,0,1,1,3,2,0,0,2021/04/12 14:53:23
Clark County,2020-05-24,3,0,1,1,0,0,1,0,2021/04/12 14:53:23
Clark County,2020-05-31,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Clark County,2020-06-07,6,0,1,2,2,0,1,0,2021/04/12 14:53:23
Clark County,2020-06-14,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Clark County,2020-06-21,7,0,3,1,2,1,0,0,2021/04/12 14:53:23
Clark County,2020-06-28,9,0,0,2,4,1,2,0,2021/04/12 14:53:23
Clark County,2020-07-05,14,0,1,3,3,3,4,0,2021/04/12 14:53:23
Clark County,2020-07-12,10,0,0,2,3,4,1,0,2021/04/12 14:53:23
Clark County,2020-07-19,13,0,1,3,5,0,4,0,2021/04/12 14:53:23
Clark County,2020-07-26,17,0,1,1,5,7,3,0,2021/04/12 14:53:23
Clark County,2020-08-02,11,0,1,2,3,5,0,0,2021/04/12 14:53:23
Clark County,2020-08-09,20,0,4,1,6,7,2,0,2021/04/12 14:53:23
Clark County,2020-08-16,14,0,1,1,4,4,4,0,2021/04/12 14:53:23
Clark County,2020-08-23,13,0,0,2,3,1,7,0,2021/04/12 14:53:23
Clark County,2020-08-30,14,0,0,5,1,6,2,0,2021/04/12 14:53:23
Clark County,2020-09-06,12,0,0,1,1,7,3,0,2021/04/12 14:53:23
Clark County,2020-09-13,20,0,7,1,4,7,1,0,2021/04/12 14:53:23
Clark County,2020-09-20,16,0,1,2,5,7,1,0,2021/04/12 14:53:23
Clark County,2020-09-27,16,0,0,6,4,5,1,0,2021/04/12 14:53:23
Clark County,2020-10-04,13,0,1,3,3,2,4,0,2021/04/12 14:53:23
Clark County,2020-10-11,19,0,1,4,5,5,4,0,2021/04/12 14:53:23
Clark County,2020-10-18,21,1,2,4,1,10,3,0,2021/04/12 14:53:23
Clark County,2020-10-25,31,0,2,6,6,7,10,0,2021/04/12 14:53:23
Clark County,2020-11-01,30,0,3,4,8,9,6,0,2021/04/12 14:53:23
Clark County,2020-11-08,39,0,4,4,9,15,7,0,2021/04/12 14:53:23
Clark County,2020-11-15,48,0,2,7,12,19,8,0,2021/04/12 14:53:23
Clark County,2020-11-22,34,1,5,9,7,9,3,0,2021/04/12 14:53:23
Clark County,2020-11-29,48,0,4,10,18,10,6,0,2021/04/12 14:53:23
Clark County,2020-12-06,38,1,6,7,11,7,6,0,2021/04/12 14:53:23
Clark County,2020-12-13,40,1,1,9,14,6,9,0,2021/04/12 14:53:23
Clark County,2020-12-20,43,1,4,3,5,13,17,0,2021/04/12 14:53:23
Clark County,2020-12-27,43,1,2,2,12,19,7,0,2021/04/12 14:53:23
Clark County,2021-01-03,51,0,4,6,10,22,9,0,2021/04/12 14:53:23
Clark County,2021-01-10,49,2,1,5,13,13,15,0,2021/04/12 14:53:23
Clark County,2021-01-17,42,1,3,2,8,21,7,0,2021/04/12 14:53:23
Clark County,2021-01-24,33,0,3,7,8,8,7,0,2021/04/12 14:53:23
Clark County,2021-01-31,27,1,1,4,7,6,8,0,2021/04/12 14:53:23
Clark County,2021-02-07,17,0,1,3,3,5,5,0,2021/04/12 14:53:23
Clark County,2021-02-14,14,0,2,1,5,3,3,0,2021/04/12 14:53:23
Clark County,2021-02-21,14,0,1,1,2,5,5,0,2021/04/12 14:53:23
Clark County,2021-02-28,13,0,2,2,4,2,3,0,2021/04/12 14:53:23
Clark County,2021-03-07,14,0,1,0,6,3,4,0,2021/04/12 14:53:23
Clark County,2021-03-14,16,0,2,3,1,5,5,0,2021/04/12 14:53:23
Clark County,2021-03-21,14,0,2,2,4,5,1,0,2021/04/12 14:53:23
Clark County,2021-03-28,8,0,1,0,0,5,2,0,2021/04/12 14:53:23
Clark County,2021-04-04,9,1,1,0,4,2,1,0,2021/04/12 14:53:23
Columbia County,2020-06-21,2,1,0,0,1,0,0,0,2021/04/12 14:53:23
Columbia County,2020-07-19,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Columbia County,2020-11-01,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Columbia County,2020-11-15,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Columbia County,2020-11-22,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Columbia County,2020-11-29,3,0,0,0,0,2,1,0,2021/04/12 14:53:23
Columbia County,2020-12-13,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Columbia County,2020-12-20,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Columbia County,2020-12-27,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Columbia County,2021-01-03,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Columbia County,2021-01-24,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Columbia County,2021-02-07,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Cowlitz County,2020-03-08,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-03-15,4,0,0,0,0,4,0,0,2021/04/12 14:53:23
Cowlitz County,2020-03-22,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Cowlitz County,2020-03-29,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-04-05,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-04-12,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Cowlitz County,2020-04-19,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-05-31,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Cowlitz County,2020-06-07,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Cowlitz County,2020-06-14,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Cowlitz County,2020-06-21,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-06-28,2,0,1,0,0,0,1,0,2021/04/12 14:53:23
Cowlitz County,2020-07-05,4,0,1,1,0,1,1,0,2021/04/12 14:53:23
Cowlitz County,2020-07-12,7,0,2,2,1,2,0,0,2021/04/12 14:53:23
Cowlitz County,2020-07-26,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Cowlitz County,2020-08-09,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-08-16,2,0,0,2,0,0,0,0,2021/04/12 14:53:23
Cowlitz County,2020-08-23,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-09-06,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Cowlitz County,2020-09-13,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Cowlitz County,2020-09-20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Cowlitz County,2020-10-11,3,0,0,0,1,2,0,0,2021/04/12 14:53:23
Cowlitz County,2020-10-18,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-10-25,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Cowlitz County,2020-11-01,4,0,1,0,1,1,1,0,2021/04/12 14:53:23
Cowlitz County,2020-11-08,9,0,1,0,4,3,1,0,2021/04/12 14:53:23
Cowlitz County,2020-11-15,14,0,1,3,1,7,2,0,2021/04/12 14:53:23
Cowlitz County,2020-11-22,15,0,3,1,4,4,3,0,2021/04/12 14:53:23
Cowlitz County,2020-11-29,8,0,0,1,2,2,3,0,2021/04/12 14:53:23
Cowlitz County,2020-12-06,11,0,2,4,2,2,1,0,2021/04/12 14:53:23
Cowlitz County,2020-12-13,12,0,1,2,3,4,2,0,2021/04/12 14:53:23
Cowlitz County,2020-12-20,12,0,1,1,3,6,1,0,2021/04/12 14:53:23
Cowlitz County,2020-12-27,7,0,0,3,2,1,1,0,2021/04/12 14:53:23
Cowlitz County,2021-01-03,10,0,2,0,2,4,2,0,2021/04/12 14:53:23
Cowlitz County,2021-01-10,7,0,0,1,2,3,1,0,2021/04/12 14:53:23
Cowlitz County,2021-01-17,7,0,1,0,1,3,2,0,2021/04/12 14:53:23
Cowlitz County,2021-01-24,12,0,1,1,3,6,1,0,2021/04/12 14:53:23
Cowlitz County,2021-01-31,8,0,0,2,1,2,3,0,2021/04/12 14:53:23
Cowlitz County,2021-02-07,10,0,0,2,2,3,3,0,2021/04/12 14:53:23
Cowlitz County,2021-02-14,3,0,0,0,2,1,0,0,2021/04/12 14:53:23
Cowlitz County,2021-02-21,9,0,0,0,2,6,1,0,2021/04/12 14:53:23
Cowlitz County,2021-02-28,7,0,0,2,3,1,1,0,2021/04/12 14:53:23
Cowlitz County,2021-03-07,3,0,1,0,0,2,0,0,2021/04/12 14:53:23
Cowlitz County,2021-03-14,6,0,0,0,2,4,0,0,2021/04/12 14:53:23
Cowlitz County,2021-03-21,6,0,1,0,1,2,2,0,2021/04/12 14:53:23
Cowlitz County,2021-03-28,8,0,0,1,3,4,0,0,2021/04/12 14:53:23
Cowlitz County,2021-04-04,5,0,0,2,2,1,0,0,2021/04/12 14:53:23
Douglas County,2020-03-22,3,0,0,0,1,1,0,1,2021/04/12 14:53:23
Douglas County,2020-04-05,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Douglas County,2020-04-12,2,0,0,2,0,0,0,0,2021/04/12 14:53:23
Douglas County,2020-04-26,4,0,0,0,0,2,2,0,2021/04/12 14:53:23
Douglas County,2020-05-17,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Douglas County,2020-06-28,2,1,0,0,1,0,0,0,2021/04/12 14:53:23
Douglas County,2020-07-05,7,2,1,2,2,0,0,0,2021/04/12 14:53:23
Douglas County,2020-07-12,4,0,0,2,2,0,0,0,2021/04/12 14:53:23
Douglas County,2020-07-19,6,0,1,2,2,1,0,0,2021/04/12 14:53:23
Douglas County,2020-07-26,6,0,1,2,0,3,0,0,2021/04/12 14:53:23
Douglas County,2020-08-02,10,0,0,2,2,4,2,0,2021/04/12 14:53:23
Douglas County,2020-08-09,6,0,1,0,2,1,2,0,2021/04/12 14:53:23
Douglas County,2020-08-16,3,0,0,2,0,1,0,0,2021/04/12 14:53:23
Douglas County,2020-08-23,2,0,0,1,0,0,1,0,2021/04/12 14:53:23
Douglas County,2020-08-30,2,0,2,0,0,0,0,0,2021/04/12 14:53:23
Douglas County,2020-09-06,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Douglas County,2020-09-13,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Douglas County,2020-09-20,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Douglas County,2020-09-27,2,1,0,0,1,0,0,0,2021/04/12 14:53:23
Douglas County,2020-10-04,3,0,0,1,0,2,0,0,2021/04/12 14:53:23
Douglas County,2020-10-18,2,0,0,0,1,0,1,0,2021/04/12 14:53:23
Douglas County,2020-11-01,6,0,0,0,2,3,1,0,2021/04/12 14:53:23
Douglas County,2020-11-08,5,0,0,1,1,1,2,0,2021/04/12 14:53:23
