County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Mason County,6/28/20,0,7,7,0,1,1,4,1,0,0,2021/04/12 14:53:23
Mason County,7/5/20,0,14,14,3,3,6,1,1,0,0,2021/04/12 14:53:23
Mason County,7/12/20,0,20,20,0,4,7,8,1,0,0,2021/04/12 14:53:23
Mason County,7/19/20,0,48,48,7,17,15,8,0,1,0,2021/04/12 14:53:23
Mason County,7/26/20,0,46,46,12,14,13,6,1,0,0,2021/04/12 14:53:23
Mason County,8/2/20,0,55,55,19,22,6,6,2,0,0,2021/04/12 14:53:23
Mason County,8/9/20,0,30,30,8,10,6,4,2,0,0,2021/04/12 14:53:23
Mason County,8/16/20,1,28,29,4,8,6,7,1,3,0,2021/04/12 14:53:23
Mason County,8/23/20,0,26,26,7,4,7,0,6,2,0,2021/04/12 14:53:23
Mason County,8/30/20,0,17,17,5,3,8,0,1,0,0,2021/04/12 14:53:23
Mason County,9/6/20,0,14,14,1,9,1,2,0,1,0,2021/04/12 14:53:23
Mason County,9/13/20,0,23,23,5,4,3,4,5,2,0,2021/04/12 14:53:23
Mason County,9/20/20,0,25,25,3,6,3,6,3,4,0,2021/04/12 14:53:23
Mason County,9/27/20,0,43,43,5,9,5,10,9,5,0,2021/04/12 14:53:23
Mason County,10/4/20,0,33,33,8,7,7,8,2,1,0,2021/04/12 14:53:23
Mason County,10/11/20,0,21,21,4,9,3,4,1,0,0,2021/04/12 14:53:23
Mason County,10/18/20,0,23,23,5,6,5,4,3,0,0,2021/04/12 14:53:23
Mason County,10/25/20,0,26,26,2,9,5,6,3,1,0,2021/04/12 14:53:23
Mason County,11/1/20,0,45,45,6,11,7,11,9,1,0,2021/04/12 14:53:23
Mason County,11/8/20,1,43,44,5,10,6,12,10,1,0,2021/04/12 14:53:23
Mason County,11/15/20,1,78,79,10,23,20,19,6,1,0,2021/04/12 14:53:23
Mason County,11/22/20,0,146,146,10,23,63,33,14,3,0,2021/04/12 14:53:23
Mason County,11/29/20,3,254,257,10,90,92,51,12,2,0,2021/04/12 14:53:23
Mason County,12/6/20,4,163,167,10,50,45,36,10,16,0,2021/04/12 14:53:23
Mason County,12/13/20,6,165,171,9,57,60,33,11,1,0,2021/04/12 14:53:23
Mason County,12/20/20,1,150,151,7,63,60,14,6,1,0,2021/04/12 14:53:23
Mason County,12/27/20,5,146,151,12,59,45,24,8,3,0,2021/04/12 14:53:23
Mason County,1/3/21,4,222,226,27,82,66,28,10,13,0,2021/04/12 14:53:23
Mason County,1/10/21,2,104,106,8,40,25,18,13,2,0,2021/04/12 14:53:23
Mason County,1/17/21,2,67,69,11,21,17,14,6,0,0,2021/04/12 14:53:23
Mason County,1/24/21,3,57,60,0,20,16,19,4,1,0,2021/04/12 14:53:23
Mason County,1/31/21,4,48,52,6,17,15,9,5,0,0,2021/04/12 14:53:23
Mason County,2/7/21,2,23,25,0,11,6,4,4,0,0,2021/04/12 14:53:23
Mason County,2/14/21,1,21,22,1,9,7,4,0,1,0,2021/04/12 14:53:23
Mason County,2/21/21,3,17,20,2,7,7,2,1,1,0,2021/04/12 14:53:23
Mason County,2/28/21,2,21,23,2,2,7,7,3,2,0,2021/04/12 14:53:23
Mason County,3/7/21,7,20,27,2,8,6,5,5,1,0,2021/04/12 14:53:23
Mason County,3/14/21,0,19,19,3,5,4,4,1,2,0,2021/04/12 14:53:23
Mason County,3/21/21,5,21,26,5,5,5,11,0,0,0,2021/04/12 14:53:23
Mason County,3/28/21,4,34,38,6,8,7,10,4,3,0,2021/04/12 14:53:23
Mason County,4/4/21,1,26,27,2,6,5,7,5,2,0,2021/04/12 14:53:23
Okanogan County,3/15/20,0,2,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Okanogan County,3/22/20,0,2,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Okanogan County,3/29/20,0,6,6,2,1,1,0,2,0,0,2021/04/12 14:53:23
Okanogan County,4/5/20,0,4,4,2,0,0,2,0,0,0,2021/04/12 14:53:23
Okanogan County,4/12/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Okanogan County,4/19/20,0,8,8,0,2,2,4,0,0,0,2021/04/12 14:53:23
Okanogan County,4/26/20,0,1,1,1,0,0,0,0,0,0,2021/04/12 14:53:23
Okanogan County,5/3/20,0,5,5,0,3,1,0,1,0,0,2021/04/12 14:53:23
Okanogan County,5/10/20,0,12,12,3,4,3,2,0,0,0,2021/04/12 14:53:23
Okanogan County,5/17/20,0,5,5,2,3,0,0,0,0,0,2021/04/12 14:53:23
Okanogan County,5/24/20,0,8,8,1,4,1,2,0,0,0,2021/04/12 14:53:23
Okanogan County,5/31/20,0,12,12,3,3,2,4,0,0,0,2021/04/12 14:53:23
Okanogan County,6/7/20,0,10,10,1,1,4,1,3,0,0,2021/04/12 14:53:23
Okanogan County,6/14/20,0,9,9,0,2,2,3,2,0,0,2021/04/12 14:53:23
Okanogan County,6/21/20,0,22,22,1,12,9,0,0,0,0,2021/04/12 14:53:23
Okanogan County,6/28/20,1,53,54,10,20,14,8,1,1,0,2021/04/12 14:53:23
Okanogan County,7/5/20,0,113,113,15,35,46,13,4,0,0,2021/04/12 14:53:23
Okanogan County,7/12/20,1,272,273,59,73,68,48,23,2,0,2021/04/12 14:53:23
Okanogan County,7/19/20,0,174,174,35,57,39,32,10,1,0,2021/04/12 14:53:23
Okanogan County,7/26/20,2,126,128,25,45,34,16,8,0,0,2021/04/12 14:53:23
Okanogan County,8/2/20,2,81,83,12,22,23,19,4,3,0,2021/04/12 14:53:23
Okanogan County,8/9/20,1,63,64,12,15,20,8,7,2,0,2021/04/12 14:53:23
Okanogan County,8/16/20,2,54,56,3,23,11,16,3,0,0,2021/04/12 14:53:23
Okanogan County,8/23/20,5,32,37,6,14,8,5,3,1,0,2021/04/12 14:53:23
Okanogan County,8/30/20,10,4,14,2,4,2,4,2,0,0,2021/04/12 14:53:23
Okanogan County,9/6/20,3,2,5,2,0,1,0,0,2,0,2021/04/12 14:53:23
Okanogan County,9/13/20,5,3,8,0,3,2,2,1,0,0,2021/04/12 14:53:23
Okanogan County,9/20/20,3,5,8,1,1,5,1,0,0,0,2021/04/12 14:53:23
Okanogan County,9/27/20,7,2,9,0,0,3,1,5,0,0,2021/04/12 14:53:23
Okanogan County,10/4/20,1,6,7,1,1,1,1,3,0,0,2021/04/12 14:53:23
Okanogan County,10/11/20,1,4,5,2,0,2,1,0,0,0,2021/04/12 14:53:23
Okanogan County,10/18/20,2,18,20,0,8,1,7,3,0,1,2021/04/12 14:53:23
Okanogan County,10/25/20,6,22,28,11,4,8,2,0,3,0,2021/04/12 14:53:23
Okanogan County,11/1/20,5,11,16,1,4,4,6,1,0,0,2021/04/12 14:53:23
Okanogan County,11/8/20,13,14,27,5,5,6,7,2,2,0,2021/04/12 14:53:23
Okanogan County,11/15/20,44,53,97,18,20,16,17,12,14,0,2021/04/12 14:53:23
Okanogan County,11/22/20,10,29,39,6,9,8,4,7,5,0,2021/04/12 14:53:23
Okanogan County,11/29/20,55,57,112,25,22,21,25,16,3,0,2021/04/12 14:53:23
Okanogan County,12/6/20,59,49,108,15,24,22,25,18,4,0,2021/04/12 14:53:23
Okanogan County,12/13/20,57,66,123,16,26,33,21,18,9,0,2021/04/12 14:53:23
Okanogan County,12/20/20,41,49,90,18,19,21,20,5,7,0,2021/04/12 14:53:23
Okanogan County,12/27/20,34,38,72,12,13,12,16,17,2,0,2021/04/12 14:53:23
Okanogan County,1/3/21,46,33,79,18,25,13,14,6,3,0,2021/04/12 14:53:23
Okanogan County,1/10/21,39,30,69,13,12,18,14,7,5,0,2021/04/12 14:53:23
Okanogan County,1/17/21,27,26,53,8,19,9,12,3,2,0,2021/04/12 14:53:23
Okanogan County,1/24/21,13,8,21,0,6,8,4,2,1,0,2021/04/12 14:53:23
Okanogan County,1/31/21,8,16,24,2,8,6,6,2,0,0,2021/04/12 14:53:23
Okanogan County,2/7/21,11,6,17,7,3,6,0,1,0,0,2021/04/12 14:53:23
Okanogan County,2/14/21,12,12,24,7,3,5,5,4,0,0,2021/04/12 14:53:23
Okanogan County,2/21/21,18,14,32,12,6,7,6,1,0,0,2021/04/12 14:53:23
Okanogan County,2/28/21,16,4,20,4,7,6,1,2,0,0,2021/04/12 14:53:23
Okanogan County,3/7/21,9,4,13,3,4,2,3,1,0,0,2021/04/12 14:53:23
Okanogan County,3/14/21,11,5,16,3,5,3,3,2,0,0,2021/04/12 14:53:23
Okanogan County,3/21/21,26,8,34,7,8,7,8,4,0,0,2021/04/12 14:53:23
Okanogan County,3/28/21,20,8,28,9,8,5,6,0,0,0,2021/04/12 14:53:23
Okanogan County,4/4/21,19,5,24,1,4,8,8,3,0,0,2021/04/12 14:53:23
Pacific County,3/29/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pacific County,4/12/20,0,2,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Pacific County,4/19/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pacific County,4/26/20,0,4,4,0,0,2,2,0,0,0,2021/04/12 14:53:23
Pacific County,5/3/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Pacific County,5/31/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Pacific County,6/7/20,0,2,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Pacific County,6/14/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pacific County,6/21/20,0,5,5,2,2,1,0,0,0,0,2021/04/12 14:53:23
Pacific County,7/5/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Pacific County,7/12/20,0,7,7,1,0,1,2,3,0,0,2021/04/12 14:53:23
Pacific County,7/19/20,0,6,6,0,1,1,2,2,0,0,2021/04/12 14:53:23
Pacific County,7/26/20,0,11,11,3,2,0,0,5,1,0,2021/04/12 14:53:23
Pacific County,8/2/20,0,13,13,1,1,1,3,4,3,0,2021/04/12 14:53:23
Pacific County,8/9/20,0,4,4,1,1,1,0,1,0,0,2021/04/12 14:53:23
Pacific County,8/16/20,0,2,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Pacific County,8/30/20,0,13,13,4,2,3,2,1,1,0,2021/04/12 14:53:23
Pacific County,9/6/20,0,4,4,1,0,1,2,0,0,0,2021/04/12 14:53:23
Pacific County,9/13/20,0,3,3,0,1,0,2,0,0,0,2021/04/12 14:53:23
Pacific County,9/20/20,0,6,6,4,1,1,0,0,0,0,2021/04/12 14:53:23
Pacific County,9/27/20,0,4,4,1,0,1,0,2,0,0,2021/04/12 14:53:23
Pacific County,10/4/20,0,17,17,3,2,6,1,5,0,0,2021/04/12 14:53:23
Pacific County,10/11/20,0,7,7,1,4,1,1,0,0,0,2021/04/12 14:53:23
Pacific County,10/18/20,0,6,6,3,0,1,1,1,0,0,2021/04/12 14:53:23
Pacific County,10/25/20,0,3,3,0,0,2,0,1,0,0,2021/04/12 14:53:23
Pacific County,11/1/20,0,39,39,10,5,12,6,6,0,0,2021/04/12 14:53:23
Pacific County,11/8/20,11,35,46,11,5,18,7,5,0,0,2021/04/12 14:53:23
Pacific County,11/15/20,110,47,157,45,37,45,24,4,2,0,2021/04/12 14:53:23
Pacific County,11/22/20,30,40,70,19,18,10,15,5,3,0,2021/04/12 14:53:23
Pacific County,11/29/20,9,24,33,6,3,9,9,5,1,0,2021/04/12 14:53:23
Pacific County,12/6/20,0,35,35,4,5,6,11,7,2,0,2021/04/12 14:53:23
Pacific County,12/13/20,0,31,31,3,9,4,8,5,2,0,2021/04/12 14:53:23
Pacific County,12/20/20,2,15,17,4,3,7,2,0,1,0,2021/04/12 14:53:23
Pacific County,12/27/20,2,24,26,7,2,9,2,5,1,0,2021/04/12 14:53:23
Pacific County,1/3/21,0,26,26,2,8,6,8,1,1,0,2021/04/12 14:53:23
Pacific County,1/10/21,0,21,21,3,7,3,3,4,1,0,2021/04/12 14:53:23
Pacific County,1/17/21,1,21,22,5,3,6,5,1,2,0,2021/04/12 14:53:23
Pacific County,1/24/21,0,22,22,3,6,3,6,3,1,0,2021/04/12 14:53:23
Pacific County,1/31/21,0,20,20,9,3,3,3,2,0,0,2021/04/12 14:53:23
Pacific County,2/7/21,0,8,8,0,1,0,1,2,4,0,2021/04/12 14:53:23
Pacific County,2/14/21,0,7,7,2,0,1,2,1,1,0,2021/04/12 14:53:23
Pacific County,2/21/21,1,19,20,1,5,8,3,3,0,0,2021/04/12 14:53:23
Pacific County,2/28/21,0,34,34,5,5,6,10,7,1,0,2021/04/12 14:53:23
Pacific County,3/7/21,1,17,18,7,1,2,3,4,1,0,2021/04/12 14:53:23
Pacific County,3/14/21,0,3,3,0,0,0,3,0,0,0,2021/04/12 14:53:23
Pacific County,3/21/21,0,3,3,0,0,1,1,0,1,0,2021/04/12 14:53:23
Pacific County,3/28/21,2,7,9,0,2,2,1,3,0,1,2021/04/12 14:53:23
Pacific County,4/4/21,1,22,23,6,9,5,3,0,0,0,2021/04/12 14:53:23
Pacific County,4/11/21,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Pend Oreille County,3/29/20,0,1,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Pend Oreille County,4/12/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pend Oreille County,5/17/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Pend Oreille County,6/21/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pend Oreille County,6/28/20,0,2,2,1,1,0,0,0,0,0,2021/04/12 14:53:23
Pend Oreille County,7/5/20,0,8,8,0,2,2,3,1,0,0,2021/04/12 14:53:23
Pend Oreille County,7/12/20,0,11,11,3,1,3,2,2,0,0,2021/04/12 14:53:23
Pend Oreille County,7/19/20,0,11,11,4,4,2,1,0,0,0,2021/04/12 14:53:23
Pend Oreille County,7/26/20,0,3,3,0,0,0,1,2,0,0,2021/04/12 14:53:23
Pend Oreille County,8/2/20,1,6,7,2,3,1,1,0,0,0,2021/04/12 14:53:23
Pend Oreille County,8/9/20,0,5,5,0,0,4,1,0,0,0,2021/04/12 14:53:23
Pend Oreille County,8/16/20,0,4,4,1,0,1,2,0,0,0,2021/04/12 14:53:23
Pend Oreille County,8/23/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pend Oreille County,8/30/20,0,2,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Pend Oreille County,9/6/20,0,2,2,1,0,0,1,0,0,0,2021/04/12 14:53:23
Pend Oreille County,9/13/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pend Oreille County,9/20/20,0,6,6,3,1,2,0,0,0,0,2021/04/12 14:53:23
Pend Oreille County,9/27/20,3,22,25,4,4,2,7,7,1,0,2021/04/12 14:53:23
Pend Oreille County,10/4/20,2,33,35,6,5,2,6,13,3,0,2021/04/12 14:53:23
Pend Oreille County,10/11/20,2,14,16,0,2,5,6,2,1,0,2021/04/12 14:53:23
Pend Oreille County,10/18/20,0,8,8,1,2,1,1,3,0,0,2021/04/12 14:53:23
Pend Oreille County,10/25/20,0,12,12,0,3,1,3,4,1,0,2021/04/12 14:53:23
Pend Oreille County,11/1/20,0,16,16,2,6,3,2,3,0,0,2021/04/12 14:53:23
Pend Oreille County,11/8/20,4,17,21,3,4,5,3,5,1,0,2021/04/12 14:53:23
Pend Oreille County,11/15/20,0,18,18,2,4,1,3,5,3,0,2021/04/12 14:53:23
Pend Oreille County,11/22/20,4,45,49,12,11,12,8,4,2,0,2021/04/12 14:53:23
Pend Oreille County,11/29/20,6,55,61,12,12,10,17,7,3,0,2021/04/12 14:53:23
Pend Oreille County,12/6/20,7,33,40,7,11,3,9,6,4,0,2021/04/12 14:53:23
Pend Oreille County,12/13/20,14,34,48,4,4,10,14,12,4,0,2021/04/12 14:53:23
Pend Oreille County,12/20/20,8,19,27,2,5,10,3,4,3,0,2021/04/12 14:53:23
Pend Oreille County,12/27/20,8,33,41,7,8,12,9,3,2,0,2021/04/12 14:53:23
Pend Oreille County,1/3/21,3,23,26,8,4,5,4,4,1,0,2021/04/12 14:53:23
Pend Oreille County,1/10/21,3,19,22,4,3,5,8,2,0,0,2021/04/12 14:53:23
Pend Oreille County,1/17/21,2,21,23,3,2,5,8,4,1,0,2021/04/12 14:53:23
Pend Oreille County,1/24/21,3,16,19,0,3,3,9,3,1,0,2021/04/12 14:53:23
Pend Oreille County,1/31/21,2,10,12,1,3,1,5,2,0,0,2021/04/12 14:53:23
Pend Oreille County,2/7/21,3,13,16,8,1,4,1,2,0,0,2021/04/12 14:53:23
Pend Oreille County,2/14/21,0,22,22,5,7,3,3,2,2,0,2021/04/12 14:53:23
Pend Oreille County,2/21/21,0,12,12,0,2,2,3,4,1,0,2021/04/12 14:53:23
Pend Oreille County,2/28/21,4,8,12,1,5,2,2,1,1,0,2021/04/12 14:53:23
Pend Oreille County,3/7/21,0,6,6,0,0,1,0,5,0,0,2021/04/12 14:53:23
Pend Oreille County,3/14/21,1,10,11,2,0,5,3,1,0,0,2021/04/12 14:53:23
Pend Oreille County,3/21/21,0,10,10,2,0,4,2,2,0,0,2021/04/12 14:53:23
Pend Oreille County,3/28/21,1,7,8,1,1,4,1,1,0,0,2021/04/12 14:53:23
Pend Oreille County,4/4/21,1,3,4,0,1,1,1,1,0,0,2021/04/12 14:53:23
Pierce County,2/23/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pierce County,3/1/20,0,14,14,2,2,5,4,0,1,0,2021/04/12 14:53:23
Pierce County,3/8/20,0,48,48,4,5,17,15,5,2,0,2021/04/12 14:53:23
Pierce County,3/15/20,0,157,157,5,27,40,44,37,4,0,2021/04/12 14:53:23
Pierce County,3/22/20,0,246,246,5,52,58,79,42,10,0,2021/04/12 14:53:23
Pierce County,3/29/20,0,308,308,9,58,73,83,55,30,0,2021/04/12 14:53:23
Pierce County,4/5/20,0,231,231,9,48,62,71,27,14,0,2021/04/12 14:53:23
Pierce County,4/12/20,0,214,214,8,44,46,66,39,11,0,2021/04/12 14:53:23
Pierce County,4/19/20,0,159,159,10,39,45,44,11,10,0,2021/04/12 14:53:23
Pierce County,4/26/20,0,171,171,12,46,54,37,16,6,0,2021/04/12 14:53:23
Pierce County,5/3/20,0,168,168,19,40,39,38,19,13,0,2021/04/12 14:53:23
Pierce County,5/10/20,0,112,112,12,26,33,23,10,8,0,2021/04/12 14:53:23
Pierce County,5/17/20,0,71,71,5,22,17,13,7,7,0,2021/04/12 14:53:23
Pierce County,5/24/20,0,89,89,9,21,23,19,7,10,0,2021/04/12 14:53:23
Pierce County,5/31/20,0,101,101,12,36,24,18,9,2,0,2021/04/12 14:53:23
Pierce County,6/7/20,0,99,99,9,35,22,21,7,5,0,2021/04/12 14:53:23
Pierce County,6/14/20,0,165,165,18,78,35,19,9,6,0,2021/04/12 14:53:23
Pierce County,6/21/20,0,275,275,19,146,51,34,13,12,0,2021/04/12 14:53:23
Pierce County,6/28/20,0,347,347,44,163,62,44,22,12,0,2021/04/12 14:53:23
Pierce County,7/5/20,1,457,458,77,195,102,52,20,12,0,2021/04/12 14:53:23
Pierce County,7/12/20,3,589,592,81,220,150,82,36,23,0,2021/04/12 14:53:23
Pierce County,7/19/20,1,744,745,105,256,186,105,63,30,0,2021/04/12 14:53:23
Pierce County,7/26/20,3,607,610,82,173,150,121,66,18,0,2021/04/12 14:53:23
Pierce County,8/2/20,7,491,498,76,146,134,97,38,7,0,2021/04/12 14:53:23
Pierce County,8/9/20,3,409,412,50,125,113,88,29,7,0,2021/04/12 14:53:23
Pierce County,8/16/20,8,322,330,54,106,84,54,20,12,0,2021/04/12 14:53:23
Pierce County,8/23/20,12,271,283,27,89,77,56,23,11,0,2021/04/12 14:53:23
Pierce County,8/30/20,1,276,277,45,80,68,49,22,13,0,2021/04/12 14:53:23
Pierce County,9/6/20,3,226,229,27,79,57,44,16,6,0,2021/04/12 14:53:23
Pierce County,9/13/20,9,301,310,42,97,64,62,28,17,0,2021/04/12 14:53:23
Pierce County,9/20/20,11,352,363,58,105,103,62,25,10,0,2021/04/12 14:53:23
Pierce County,9/27/20,12,352,364,60,110,86,74,25,8,1,2021/04/12 14:53:23
Pierce County,10/4/20,9,486,495,58,137,132,111,39,18,0,2021/04/12 14:53:23
Pierce County,10/11/20,13,551,564,105,144,152,102,37,24,0,2021/04/12 14:53:23
Pierce County,10/18/20,16,660,676,108,198,149,137,54,30,0,2021/04/12 14:53:23
Pierce County,10/25/20,12,761,773,113,237,193,141,59,30,0,2021/04/12 14:53:23
Pierce County,11/1/20,9,1215,1224,199,395,332,188,85,25,0,2021/04/12 14:53:23
Pierce County,11/8/20,24,1733,1757,284,589,451,294,103,35,1,2021/04/12 14:53:23
Pierce County,11/15/20,38,2243,2281,364,732,564,405,161,52,3,2021/04/12 14:53:23
Pierce County,11/22/20,19,2041,2060,302,624,489,397,171,77,0,2021/04/12 14:53:23
Pierce County,11/29/20,63,2291,2354,390,744,558,417,175,67,3,2021/04/12 14:53:23
Pierce County,12/6/20,29,2059,2088,344,603,495,408,168,67,3,2021/04/12 14:53:23
Pierce County,12/13/20,68,1817,1885,299,549,424,374,164,74,1,2021/04/12 14:53:23
Pierce County,12/20/20,60,1529,1589,252,438,362,314,139,83,1,2021/04/12 14:53:23
Pierce County,12/27/20,96,2067,2163,371,679,516,347,164,84,2,2021/04/12 14:53:23
Pierce County,1/3/21,148,2293,2441,423,889,543,392,122,70,2,2021/04/12 14:53:23
Pierce County,1/10/21,70,1653,1723,292,628,365,249,140,46,3,2021/04/12 14:53:23
Pierce County,1/17/21,69,1328,1397,244,413,313,260,118,49,0,2021/04/12 14:53:23
Pierce County,1/24/21,129,1074,1203,224,349,294,209,85,41,1,2021/04/12 14:53:23
Pierce County,1/31/21,195,906,1101,199,331,258,193,84,34,2,2021/04/12 14:53:23
Pierce County,2/7/21,107,661,768,141,201,169,143,79,33,2,2021/04/12 14:53:23
Pierce County,2/14/21,171,659,830,136,256,210,151,55,21,1,2021/04/12 14:53:23
Pierce County,2/21/21,143,786,929,186,335,193,149,47,16,3,2021/04/12 14:53:23
Pierce County,2/28/21,160,624,784,156,222,201,153,38,13,1,2021/04/12 14:53:23
Pierce County,3/7/21,163,656,819,160,259,202,139,52,6,1,2021/04/12 14:53:23
Pierce County,3/14/21,237,778,1015,221,293,267,159,63,12,0,2021/04/12 14:53:23
Pierce County,3/21/21,224,878,1102,248,347,277,165,48,13,4,2021/04/12 14:53:23
Pierce County,3/28/21,297,974,1271,286,411,298,208,56,12,0,2021/04/12 14:53:23
Pierce County,4/4/21,330,832,1162,262,355,323,163,47,11,1,2021/04/12 14:53:23
Pierce County,4/11/21,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
San Juan County,3/15/20,0,2,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
San Juan County,3/22/20,0,2,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
San Juan County,3/29/20,0,7,7,0,0,2,3,2,0,0,2021/04/12 14:53:23
San Juan County,4/5/20,0,2,2,1,0,1,0,0,0,0,2021/04/12 14:53:23
San Juan County,4/12/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
San Juan County,5/3/20,0,1,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
San Juan County,6/7/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
San Juan County,6/14/20,0,1,1,1,0,0,0,0,0,0,2021/04/12 14:53:23
San Juan County,6/21/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
San Juan County,6/28/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
San Juan County,7/5/20,0,2,2,0,2,0,0,0,0,0,2021/04/12 14:53:23
San Juan County,7/12/20,0,3,3,0,0,0,3,0,0,0,2021/04/12 14:53:23
San Juan County,7/19/20,0,3,3,0,1,0,1,1,0,0,2021/04/12 14:53:23
San Juan County,8/9/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
San Juan County,10/11/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
San Juan County,10/18/20,0,2,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
San Juan County,10/25/20,0,2,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
San Juan County,11/1/20,0,5,5,0,0,0,3,2,0,0,2021/04/12 14:53:23
San Juan County,11/8/20,0,13,13,5,2,4,1,1,0,0,2021/04/12 14:53:23
San Juan County,11/15/20,0,6,6,1,0,0,1,4,0,0,2021/04/12 14:53:23
San Juan County,11/22/20,0,1,1,1,0,0,0,0,0,0,2021/04/12 14:53:23
San Juan County,11/29/20,0,4,4,0,0,0,1,2,1,0,2021/04/12 14:53:23
San Juan County,12/6/20,0,7,7,0,0,2,5,0,0,0,2021/04/12 14:53:23
San Juan County,12/13/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
San Juan County,12/20/20,0,2,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
San Juan County,12/27/20,0,6,6,1,0,0,3,1,1,0,2021/04/12 14:53:23
San Juan County,1/3/21,0,7,7,3,1,1,2,0,0,0,2021/04/12 14:53:23
San Juan County,1/10/21,0,5,5,0,2,0,2,1,0,0,2021/04/12 14:53:23
San Juan County,1/17/21,0,3,3,0,0,2,1,0,0,0,2021/04/12 14:53:23
San Juan County,1/24/21,0,5,5,1,1,0,1,2,0,0,2021/04/12 14:53:23
San Juan County,1/31/21,0,17,17,8,3,4,2,0,0,0,2021/04/12 14:53:23
San Juan County,2/7/21,0,6,6,4,1,1,0,0,0,0,2021/04/12 14:53:23
San Juan County,2/28/21,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
San Juan County,3/7/21,0,2,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
San Juan County,3/14/21,1,1,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
San Juan County,3/21/21,0,2,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
San Juan County,3/28/21,0,8,8,4,1,1,2,0,0,0,2021/04/12 14:53:23
San Juan County,4/4/21,1,15,16,8,3,1,3,1,0,0,2021/04/12 14:53:23
Skagit County,3/1/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skagit County,3/8/20,0,13,13,0,3,4,0,5,1,0,2021/04/12 14:53:23
Skagit County,3/15/20,0,40,40,1,3,9,9,14,4,0,2021/04/12 14:53:23
Skagit County,3/22/20,0,79,79,6,12,17,14,19,11,0,2021/04/12 14:53:23
Skagit County,3/29/20,0,34,34,0,8,10,10,3,3,0,2021/04/12 14:53:23
Skagit County,4/5/20,0,25,25,3,6,8,7,1,0,0,2021/04/12 14:53:23
Skagit County,4/12/20,0,61,61,0,10,14,19,11,7,0,2021/04/12 14:53:23
Skagit County,4/19/20,0,53,53,8,16,12,11,5,1,0,2021/04/12 14:53:23
Skagit County,4/26/20,0,55,55,8,18,11,16,2,0,0,2021/04/12 14:53:23
Skagit County,5/3/20,0,43,43,5,10,17,10,1,0,0,2021/04/12 14:53:23
Skagit County,5/10/20,0,23,23,5,6,6,5,1,0,0,2021/04/12 14:53:23
Skagit County,5/17/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skagit County,5/24/20,0,9,9,2,2,3,2,0,0,0,2021/04/12 14:53:23
Skagit County,5/31/20,0,13,13,3,3,6,0,1,0,0,2021/04/12 14:53:23
Skagit County,6/7/20,0,15,15,1,7,4,2,1,0,0,2021/04/12 14:53:23
Skagit County,6/14/20,0,23,23,4,8,9,2,0,0,0,2021/04/12 14:53:23
